                         --- INICIO DO RELATORIO ---                                                     --- INICIO DO RELATORIO ---                                                     --- INICIO DO R
                                                                                                                                                                                                        
CONTAS A SEREM INATIVADAS - CARTEIRA PF        21/05/2014        14:48:09        - 1 -                                                                                                                  
                                                                                                                                                                                                        
LOCATION CONTA CACS         CUSTOMER NAME                                 SOCIAL SEC           CUSTOMER-INFO            PHONE                     TOTAL-DELINQ             INTEREST                     
010101   00013756109RENG001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00014394723CPES002 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00016990080RENG001 INATIVAR CONTA3                               000169900000080      00016990080              00000000000000000                    0                    0                     
010101   00017083176CPES001 INATIVAR CONTA3                               000170831000076      00017083176              00000000000000000                    0                    0                     
010101   00017237319DBAU001 INATIVAR CONTA3                               000172373000019      00017237319              00000000000000000                    0                    0                     
010101   00017629586CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00017791766CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00018029418CPES001 INATIVAR CONTA3                               000180294000018      00018029418              00000000000000000                    0                    0                     
010101   00018969038CHEP001 INATIVAR CONTA3                               000189690000038      00018969038              00000000000000000                    0                    0                     
010101   00019609701CPES006 INATIVAR CONTA3                               000196097000001      00019609701              00000000000000000                    0                    0                     
010101   00019710500CHEP001 INATIVAR CONTA3                               000197105000000      00019710500              00000000000000000                    0                    0                     
010101   00022869395CDCM001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00022973702DCHQ003 INATIVAR CONTA3                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00023260270CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00023772689CPES004 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00024155934CPMF001 INATIVAR CONTA3                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00024445347CPES004 INATIVAR CONTA3                               000244453000047      00024445347              00000000000000000                    0                    0                     
010101   00025051261CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00026090538RENG002 INATIVAR CONTA3                               000260905000038      00026090538              00000000000000000                    0                    0                     
010101   00026215098CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00026493497RENG001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00028084128CPES004 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00028772601CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00029067596CPES002 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00029730651CPES001 INATIVAR CONTA3                               000297306000051      00029730651              00000000000000000                    0                    0                     
010101   00030835607RENG001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00031820883CHEP001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00031820883CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00032214073CDCV006 INATIVAR CONTA3                               000322140000073      00032214073              00000000000000000                    0                    0                     
010101   00032589395CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00032594399CPES009 INATIVAR CONTA3                               000325943000099      00032594399              00000000000000000                    0                    0                     
                                                                                                                                                                                                        
CONTAS A SEREM INATIVADAS - CARTEIRA PF        21/05/2014        14:48:09        - 2 -                                                                                                                  
                                                                                                                                                                                                        
LOCATION CONTA CACS         CUSTOMER NAME                                 SOCIAL SEC           CUSTOMER-INFO            PHONE                     TOTAL-DELINQ             INTEREST                     
-------- ------------------ --------------------------------------------- -------------------- ------------------------ ----------------- -------------------- --------------------                     
010101   00032716338CPES002 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00033017700CPES037 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00035465190CHEP001 INATIVAR CONTA3                               000354651000090      00035465190              00000000000000000                    0                    0                     
010101   00036988901RENG001 INATIVAR CONTA3                               000369889000001      00036988901              00000000000000000                    0                    0                     
010101   00037440004DCCO001 INATIVAR CONTA3                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00037565567CPES004 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00038118165CPES014 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00038619539RENG002 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00039221032CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00040769313CPES003 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00040820874CHEP002 INATIVAR CONTA3                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00041976746CPES024 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00042013100CPES002 INATIVAR CONTA3                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00046858571CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00046917500CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00046917500CPES002 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00047047380CPES007 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00048889105CPES006 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00048966371CPES002 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00048973157CPES001 INATIVAR CONTA3                               000489731000057      00048973157              00000000000000000                    0                    0                     
010101   00050837613RENG002 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00052330893RENG006 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00053681380CPES027 INATIVAR CONTA3                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00053681380CPES030 INATIVAR CONTA3                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00053975537CPES002 INATIVAR CONTA3                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00054867770CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00054867770CPES002 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00058121781CPES003 INATIVAR CONTA3                               000581217000081      00058121781              00000000000000000                    0                    0                     
010101   00059359706CPES002 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00061827630CPES002 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00062586203CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00063470888CHEP001 INATIVAR CONTA3                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00063470888CPES001 INATIVAR CONTA3                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00064172996CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00064172996CPES002 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00066227127CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00066345162CPES001 INATIVAR CONTA3                               000663451000062      00066345162              00000000000000000                    0                    0                     
010101   00066646790RENG001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00067239269CPES001 INATIVAR CONTA3                               000672392000069      00067239269              00000000000000000                    0                    0                     
010101   00068031564CPES005 INATIVAR CONTA3                               000680315000064      00068031564              00000000000000000                    0                    0                     
010101   00068088671CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00070000140CPES008 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00070053774CPES003 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00070053774CPES004 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00070053774CPES005 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00070053774CPES006 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00070053774CPES007 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00070053774CPES008 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00070053774CPES009 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00070053774CPES010 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00070053774CPES011 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00071107665CPES005 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00071258019RENG002 INATIVAR CONTA3                               000712580000019      00071258019              00000000000000000                    0                    0                     
010101   00072424257CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
                                                                                                                                                                                                        
CONTAS A SEREM INATIVADAS - CARTEIRA PF        21/05/2014        14:48:09        - 3 -                                                                                                                  
                                                                                                                                                                                                        
LOCATION CONTA CACS         CUSTOMER NAME                                 SOCIAL SEC           CUSTOMER-INFO            PHONE                     TOTAL-DELINQ             INTEREST                     
-------- ------------------ --------------------------------------------- -------------------- ------------------------ ----------------- -------------------- --------------------                     
010101   00072677112CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00076682013CPES013 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00076682013CPES014 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00077357825CHEP001 INATIVAR CONTA3                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00077357825CHEP002 INATIVAR CONTA3                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00077784650RENG001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00078764670CDCV001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00078853346CPES010 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00078881048DBAU001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00078881048DBAU002 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00080248209DBAU001 INATIVAR CONTA3                               000802482000009      00080248209              00000000000000000                    0                    0                     
010101   00081413041CDCV001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00081859058CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00083648186CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00083784799DCCO001 INATIVAR CONTA3                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00084390522CPES002 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00085353701DCCO001 INATIVAR CONTA3                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00086565176CPES011 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00086914286CPES005 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00088292096CPES001 INATIVAR CONTA3                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00088462196CPES004 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00088817156RENG001 INATIVAR CONTA3                               000888171000056      00088817156              00000000000000000                    0                    0                     
010101   00089132262CPES001 INATIVAR CONTA3                               000891322000062      00089132262              00000000000000000                    0                    0                     
010101   00089776070DBAU001 INATIVAR CONTA3                               000897760000070      00089776070              00000000000000000                    0                    0                     
010101   00090339550CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00091541590CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00091819628CPES003 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00092956076CDCV001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00093206364CPES003 INATIVAR CONTA3                               000932063000064      00093206364              00000000000000000                    0                    0                     
010101   00094020205CPES009 INATIVAR CONTA3                               000940202000005      00094020205              00000000000000000                    0                    0                     
010101   00095920757CPES001 INATIVAR CONTA3                               000959207000057      00095920757              00000000000000000                    0                    0                     
010101   00096551151CHEP001 INATIVAR CONTA3                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00097016560CPES006 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00097818542CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00098031147RENG001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00098789201CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00100303870CPES002 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00100806198CPES011 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00100806198CPES012 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00100806198CPES013 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00102324271CPES003 INATIVAR CONTA3                               001023242000071      00102324271              00000000000000000                    0                    0                     
010101   00102605360CPES002 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00104480394CPES009 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00104504161CPES003 INATIVAR CONTA3                               001045041000061      00104504161              00000000000000000                    0                    0                     
010101   00106751670DBAU001 INATIVAR CONTA3                               001067516000070      00106751670              00000000000000000                    0                    0                     
010101   00107138832CPES001 INATIVAR CONTA3                               001071388000032      00107138832              00000000000000000                    0                    0                     
010101   00107138832CPES003 INATIVAR CONTA3                               001071388000032      00107138832              00000000000000000                    0                    0                     
010101   00107369214CDCM001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00107369214CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00109887182DBAU001 INATIVAR CONTA3                               001098871000082      00109887182              00000000000000000                    0                    0                     
010101   00110068629RENG001 INATIVAR CONTA3                               001100686000029      00110068629              00000000000000000                    0                    0                     
010101   00110211014RENG006 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00110786009CPES004 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00110792661CPES001 INATIVAR CONTA3                               001107926000061      00110792661              00000000000000000                    0                    0                     
                                                                                                                                                                                                        
CONTAS A SEREM INATIVADAS - CARTEIRA PF        21/05/2014        14:48:09        - 4 -                                                                                                                  
                                                                                                                                                                                                        
LOCATION CONTA CACS         CUSTOMER NAME                                 SOCIAL SEC           CUSTOMER-INFO            PHONE                     TOTAL-DELINQ             INTEREST                     
-------- ------------------ --------------------------------------------- -------------------- ------------------------ ----------------- -------------------- --------------------                     
010101   00112096905CPMF001 INATIVAR CONTA3                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00112372287DBAU002 INATIVAR CONTA3                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00113757018CPES012 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00113757018CPES017 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00115892303CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00115892303CPES002 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00115892303CPES003 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00119682141CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00120611236CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00121822737CPES002 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00122566173CPES008 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00123212065RENG003 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00124225683CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00124280862RENG002 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00124821707CPES005 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00125299745CPES003 INATIVAR CONTA3                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00125748132CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00126851433DCCO001 INATIVAR CONTA3                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00126891060CPES002 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00128202963CPES001 INATIVAR CONTA3                               001282029000063      00128202963              00000000000000000                    0                    0                     
010101   00129842133CPES002 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00130646148CPES001 INATIVAR CONTA3                               001306461000048      00130646148              00000000000000000                    0                    0                     
010101   00130952850CDCV001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00131339001CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00131602810CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00133006107CHEP001 INATIVAR CONTA3                               001330061000007      00133006107              00000000000000000                    0                    0                     
010101   00133113280RENG001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00133958159RENG001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00134367596CPES001 INATIVAR CONTA3                               001343675000096      00134367596              00000000000000000                    0                    0                     
010101   00136485278RENG002 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00137176341CPES005 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00137176341CPES007 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00140370250CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00140399828CPES047 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00140399828CPES048 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00140399828CPES049 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00141477857CPES008 INATIVAR CONTA3                               001414778000057      00141477857              00000000000000000                    0                    0                     
010101   00141903201RENG001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00142339164CDCV001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00142911348CPES001 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00144813165CHEP001 INATIVAR CONTA3                               001448131000065      00144813165              00000000000000000                    0                    0                     
010101   00148090796CARD002 INATIVAR CONTA3                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00148288120CHEP002 INATIVAR CONTA3                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00149124147CPES009 INATIVAR CONTA2                               999999999999999      999999999999999          00000000000000000                    0                    0                     
010101   00149174241CPES001 INATIVAR CONTA3                               001491742000041      00149174241              00000000000000000                    0                    0                     
